Type,EDI_Std_Nomenclature,AISC_Manual_Label,Design Wall Thickness,Nominal Weight,"Area, A","Depth, d",,Web/Stem,,,,Flange,,,,Distance,,,,,,Shear Critical,Compact Section Criteria,,,b/t,h/t,D/t,Axis X - X,,,,,,Axis Y - Y,,,,,,Axis Z - Z,,,,rts,ho,J/Sxho,Workable Flat,,Torsional Properties,,,,, Surface Area 
,,,,,,,,,,,,,,,,k,,k1,T,Workable Gage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,t,W,,,,"Thickness, tw",,tw/2,Area,"Width, bf",,"Thickness, tf",,kdes,kdet,,,WGi,WGo,eo,,,,,,,I,S,r,y?,Z,yp,I,S,r,x?,Z,xp,I,S,r,tan ?,,,,Depth,Width,J,C,Cw,r?o,H,
,,,in.,lb/ft,in.2,in.,,in.,,in.,in.2,in.,,in.,,in.,,in.,in.,in.,in.,in.,bf/2tf,h/tw,d/tw,,,,in.4,in.3,in.,in.,in.3,in.,in.4,in.3,in.,in.,in.3,in.,in.4,in.3,in.,,in.,in.,,in.,in.,in.4,in.3,in.6,in.,, ft2/ft 
2L,2L5X3X7/16X3/8SLBB,2L5X3X7/16X3/8SLBB,0.438,22.6,6.62,3.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,11.4,–,–,4.58,2.01,0.831,–,3.65,0.331,40.7,7.85,2.48,–,12.6,–,–,–,,–,–,–,–,–,–,–,–,–,2.67,0.964,
2L,2L5X3X7/16X3/4SLBB,2L5X3X7/16X3/4SLBB,0.438,22.6,6.62,3.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,11.4,–,–,4.58,2.01,0.831,–,3.65,0.331,45.8,8.52,2.63,–,13.9,–,–,–,,–,–,–,–,–,–,–,–,–,2.80,0.968,
2L,2L5X3X3/8LLBB,2L5X3X3/8LLBB,0.375,19.6,5.72,5.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,13.3,–,–,14.7,4.44,1.60,–,7.86,1.19,6.80,2.27,1.09,–,3.99,–,–,–,,–,–,–,–,–,–,–,–,–,2.45,0.624,
2L,2L5X3X3/8X3/8LLBB,2L5X3X3/8X3/8LLBB,0.375,19.6,5.72,5.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,13.3,–,–,14.7,4.44,1.60,–,7.86,1.19,8.51,2.67,1.22,–,5.07,–,–,–,,–,–,–,–,–,–,–,–,–,2.51,0.642,
2L,2L5X3X3/8X3/4LLBB,2L5X3X3/8X3/4LLBB,0.375,19.6,5.72,5.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,13.3,–,–,14.7,4.44,1.60,–,7.86,1.19,10.6,3.14,1.36,–,6.14,–,–,–,,–,–,–,–,–,–,–,–,–,2.59,0.661,
2L,2L5X3X3/8SLBB,2L5X3X3/8SLBB,0.375,19.6,5.72,3.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,13.3,–,–,4.02,1.75,0.838,–,3.14,0.286,31.1,6.22,2.33,–,9.67,–,–,–,,–,–,–,–,–,–,–,–,–,2.53,0.959,
2L,2L5X3X3/8X3/8SLBB,2L5X3X3/8X3/8SLBB,0.375,19.6,5.72,3.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,13.3,–,–,4.02,1.75,0.838,–,3.14,0.286,34.9,6.73,2.47,–,10.7,–,–,–,,–,–,–,–,–,–,–,–,–,2.66,0.963,
2L,2L5X3X3/8X3/4SLBB,2L5X3X3/8X3/4SLBB,0.375,19.6,5.72,3.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,13.3,–,–,4.02,1.75,0.838,–,3.14,0.286,39.3,7.31,2.62,–,11.8,–,–,–,,–,–,–,–,–,–,–,–,–,2.79,0.967,
2L,2L5X3X5/16LLBB,2L5X3X5/16LLBB,0.313,16.4,4.82,5.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,16.0,–,–,12.5,3.74,1.61,–,6.64,1.14,5.62,1.87,1.08,–,3.24,–,–,–,,–,–,–,–,–,–,–,–,–,2.46,0.623,
2L,2L5X3X5/16X3/8LLBB,2L5X3X5/16X3/8LLBB,0.313,16.4,4.82,5.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,16.0,–,–,12.5,3.74,1.61,–,6.64,1.14,7.06,2.21,1.21,–,4.15,–,–,–,,–,–,–,–,–,–,–,–,–,2.52,0.640,
2L,2L5X3X5/16X3/4LLBB,2L5X3X5/16X3/4LLBB,0.313,16.4,4.82,5.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,16.0,–,–,12.5,3.74,1.61,–,6.64,1.14,8.78,2.60,1.35,–,5.05,–,–,–,,–,–,–,–,–,–,–,–,–,2.59,0.659,
2L,2L5X3X5/16SLBB,2L5X3X5/16SLBB,0.313,16.4,4.82,3.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,16.0,–,–,3.44,1.48,0.846,–,2.62,0.241,25.9,5.18,2.32,–,8.05,–,–,–,,–,–,–,–,–,–,–,–,–,2.52,0.958,
2L,2L5X3X5/16X3/8SLBB,2L5X3X5/16X3/8SLBB,0.313,16.4,4.82,3.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,16.0,–,–,3.44,1.48,0.846,–,2.62,0.241,29.2,5.63,2.46,–,8.95,–,–,–,,–,–,–,–,–,–,–,–,–,2.65,0.962,
2L,2L5X3X5/16X3/4SLBB,2L5X3X5/16X3/4SLBB,0.313,16.4,4.82,3.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,16.0,–,–,3.44,1.48,0.846,–,2.62,0.241,32.6,6.07,2.60,–,9.86,–,–,–,,–,–,–,–,–,–,–,–,–,2.78,0.965,
2L,2L5X3X1/4LLBB,2L5X3X1/4LLBB,0.250,13.2,3.88,5.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,20.0,–,–,10.2,3.02,1.62,–,5.36,1.12,4.44,1.48,1.07,–,2.51,–,–,–,,–,–,–,–,–,–,–,–,–,2.46,0.622,
2L,2L5X3X1/4X3/8LLBB,2L5X3X1/4X3/8LLBB,0.250,13.2,3.88,5.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,20.0,–,–,10.2,3.02,1.62,–,5.36,1.12,5.49,1.72,1.19,–,3.24,–,–,–,,–,–,–,–,–,–,–,–,–,2.52,0.638,
2L,2L5X3X1/4X3/4LLBB,2L5X3X1/4X3/4LLBB,0.250,13.2,3.88,5.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,20.0,–,–,10.2,3.02,1.62,–,5.36,1.12,6.86,2.03,1.33,–,3.97,–,–,–,,–,–,–,–,–,–,–,–,–,2.59,0.657,
2L,2L5X3X1/4SLBB,2L5X3X1/4SLBB,0.250,13.2,3.88,3.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,20.0,–,–,2.82,1.20,0.853,–,2.10,0.194,20.5,4.10,2.30,–,6.36,–,–,–,,–,–,–,–,–,–,–,–,–,2.51,0.957,
2L,2L5X3X1/4X3/8SLBB,2L5X3X1/4X3/8SLBB,0.250,13.2,3.88,3.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,20.0,–,–,2.82,1.20,0.853,–,2.10,0.194,23.1,4.45,2.44,–,7.09,–,–,–,,–,–,–,–,–,–,–,–,–,2.64,0.961,
2L,2L5X3X1/4X3/4SLBB,2L5X3X1/4X3/4SLBB,0.250,13.2,3.88,3.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,20.0,–,–,2.82,1.20,0.853,–,2.10,0.194,25.8,4.80,2.58,–,7.82,–,–,–,,–,–,–,–,–,–,–,–,–,2.77,0.964,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L4X4X3/4,2L4X4X3/4,0.750,37.0,10.9,4.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,5.33,–,–,15.2,5.58,1.18,–,10.0,0.680,32.6,8.15,1.73,–,13.8,–,–,–,,–,–,–,–,–,–,–,–,–,2.28,0.847,
2L,2L4X4X3/4X3/8,2L4X4X3/4X3/8,0.750,37.0,10.9,4.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,5.33,–,–,15.2,5.58,1.18,–,10.0,0.680,38.5,9.19,1.88,–,15.9,–,–,–,,–,–,–,–,–,–,–,–,–,2.39,0.861,
2L,2L4X4X3/4X3/4,2L4X4X3/4X3/4,0.750,37.0,10.9,4.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,5.33,–,–,15.2,5.58,1.18,–,10.0,0.680,44.9,10.3,2.03,–,17.9,–,–,–,,–,–,–,–,–,–,–,–,–,2.51,0.874,
2L,2L4X4X5/8,2L4X4X5/8,0.625,31.4,9.22,4.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,6.40,–,–,13.2,4.76,1.20,–,8.56,0.576,27.0,6.75,1.71,–,11.2,–,–,–,,–,–,–,–,–,–,–,–,–,2.28,0.841,
2L,2L4X4X5/8X3/8,2L4X4X5/8X3/8,0.625,31.4,9.22,4.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,6.40,–,–,13.2,4.76,1.20,–,8.56,0.576,31.6,7.55,1.85,–,13.0,–,–,–,,–,–,–,–,–,–,–,–,–,2.39,0.854,
2L,2L4X4X5/8X3/4,2L4X4X5/8X3/4,0.625,31.4,9.22,4.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,6.40,–,–,13.2,4.76,1.20,–,8.56,0.576,36.9,8.43,2.00,–,14.7,–,–,–,,–,–,–,–,–,–,–,–,–,2.50,0.868,
2L,2L4X4X1/2,2L4X4X1/2,0.500,25.6,7.50,4.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,8.00,–,–,11.0,3.92,1.21,–,7.00,0.469,21.4,5.35,1.69,–,8.85,–,–,–,,–,–,–,–,–,–,–,–,–,2.28,0.834,
2L,2L4X4X1/2X3/8,2L4X4X1/2X3/8,0.500,25.6,7.50,4.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,8.00,–,–,11.0,3.92,1.21,–,7.00,0.469,25.1,5.99,1.83,–,10.3,–,–,–,,–,–,–,–,–,–,–,–,–,2.38,0.848,
2L,2L4X4X1/2X3/4,2L4X4X1/2X3/4,0.500,25.6,7.50,4.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,8.00,–,–,11.0,3.92,1.21,–,7.00,0.469,29.1,6.65,1.97,–,11.7,–,–,–,,–,–,–,–,–,–,–,–,–,2.49,0.862,
2L,2L4X4X7/16,2L4X4X7/16,0.438,22.6,6.60,4.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,9.13,–,–,9.86,3.46,1.22,–,6.20,0.413,18.6,4.65,1.68,–,7.59,–,–,–,,–,–,–,–,–,–,–,–,–,2.28,0.832,
2L,2L4X4X7/16X3/8,2L4X4X7/16X3/8,0.438,22.6,6.60,4.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,9.13,–,–,9.86,3.46,1.22,–,6.20,0.413,21.6,5.16,1.81,–,8.83,–,–,–,,–,–,–,–,–,–,–,–,–,2.38,0.846,
2L,2L4X4X7/16X3/4,2L4X4X7/16X3/4,0.438,22.6,6.60,4.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,9.13,–,–,9.86,3.46,1.22,–,6.20,0.413,25.4,5.81,1.96,–,10.1,–,–,–,,–,–,–,–,–,–,–,–,–,2.49,0.859,
2L,2L4X4X3/8,2L4X4X3/8,0.375,19.6,5.72,4.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,10.7,–,–,8.64,3.00,1.23,–,5.38,0.358,16.0,4.00,1.67,–,6.46,–,–,–,,–,–,–,–,–,–,–,–,–,2.28,0.829,
2L,2L4X4X3/8X3/8,2L4X4X3/8X3/8,0.375,19.6,5.72,4.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,10.7,–,–,8.64,3.00,1.23,–,5.38,0.358,18.5,4.42,1.80,–,7.54,–,–,–,,–,–,–,–,–,–,–,–,–,2.38,0.843,
2L,2L4X4X3/8X3/4,2L4X4X3/8X3/4,0.375,19.6,5.72,4.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,10.7,–,–,8.64,3.00,1.23,–,5.38,0.358,21.5,4.91,1.94,–,8.61,–,–,–,,–,–,–,–,–,–,–,–,–,2.49,0.856,
2L,2L4X4X5/16,2L4X4X5/16,0.313,16.4,4.80,4.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,12.8,–,–,7.34,2.54,1.24,–,4.52,0.300,13.2,3.30,1.66,–,5.33,–,–,–,,–,–,–,–,–,–,–,–,–,2.28,0.826,
2L,2L4X4X5/16X3/8,2L4X4X5/16X3/8,0.313,16.4,4.80,4.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,12.8,–,–,7.34,2.54,1.24,–,4.52,0.300,15.4,3.68,1.79,–,6.23,–,–,–,,–,–,–,–,–,–,–,–,–,2.37,0.840,
2L,2L4X4X5/16X3/4,2L4X4X5/16X3/4,0.313,16.4,4.80,4.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,12.8,–,–,7.34,2.54,1.24,–,4.52,0.300,17.9,4.09,1.93,–,7.13,–,–,–,,–,–,–,–,–,–,–,–,–,2.48,0.854,
2L,2L4X4X1/4,2L4X4X1/4,0.250,13.2,3.86,4.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,16.0,–,–,6.00,2.06,1.25,–,3.64,0.241,10.5,2.62,1.65,–,4.17,–,–,–,,–,–,–,–,–,–,–,–,–,2.28,0.824,
2L,2L4X4X1/4X3/8,2L4X4X1/4X3/8,0.250,13.2,3.86,4.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,16.0,–,–,6.00,2.06,1.25,–,3.64,0.241,12.2,2.91,1.78,–,4.89,–,–,–,,–,–,–,–,–,–,–,–,–,2.37,0.838,
2L,2L4X4X1/4X3/4,2L4X4X1/4X3/4,0.250,13.2,3.86,4.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,16.0,–,–,6.00,2.06,1.25,–,3.64,0.241,14.1,3.22,1.91,–,5.62,–,–,–,,–,–,–,–,–,–,–,–,–,2.48,0.851,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L4X3-1/2X1/2LLBB,2L4X3-1/2X1/2LLBB,0.500,23.8,7.00,4.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,8.00,–,–,10.6,3.84,1.23,–,6.92,0.500,14.5,4.14,1.44,–,6.96,–,–,–,,–,–,–,–,–,–,–,–,–,2.14,0.784,
2L,2L4X3-1/2X1/2X3/8LLBB,2L4X3-1/2X1/2X3/8LLBB,0.500,23.8,7.00,4.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,8.00,–,–,10.6,3.84,1.23,–,6.92,0.500,17.3,4.69,1.57,–,8.27,–,–,–,,–,–,–,–,–,–,–,–,–,2.23,0.802,
2L,2L4X3-1/2X1/2X3/4LLBB,2L4X3-1/2X1/2X3/4LLBB,0.500,23.8,7.00,4.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,8.00,–,–,10.6,3.84,1.23,–,6.92,0.500,20.7,5.34,1.72,–,9.58,–,–,–,,–,–,–,–,–,–,–,–,–,2.33,0.819,
2L,2L4X3-1/2X1/2SLBB,2L4X3-1/2X1/2SLBB,0.500,23.8,7.00,3.50,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,8.00,–,–,7.53,3.00,1.04,–,5.39,0.438,21.4,5.35,1.75,–,8.68,–,–,–,,–,–,–,–,–,–,–,–,–,2.16,0.882,
2L,2L4X3-1/2X1/2X3/8SLBB,2L4X3-1/2X1/2X3/8SLBB,0.500,23.8,7.00,3.50,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,8.00,–,–,7.53,3.00,1.04,–,5.39,0.438,25.0,5.97,1.89,–,9.99,–,–,–,,–,–,–,–,–,–,–,–,–,2.28,0.893,
2L,2L4X3-1/2X1/2X3/4SLBB,2L4X3-1/2X1/2X3/4SLBB,0.500,23.8,7.00,3.50,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,8.00,–,–,7.53,3.00,1.04,–,5.39,0.438,28.8,6.58,2.03,–,11.3,–,–,–,,–,–,–,–,–,–,–,–,–,2.40,0.904,
2L,2L4X3-1/2X3/8LLBB,2L4X3-1/2X3/8LLBB,0.375,18.2,5.36,4.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,10.7,–,–,8.30,2.96,1.25,–,5.32,0.427,10.8,3.09,1.42,–,5.08,–,–,–,,–,–,–,–,–,–,–,–,–,2.14,0.778,
2L,2L4X3-1/2X3/8X3/8LLBB,2L4X3-1/2X3/8X3/8LLBB,0.375,18.2,5.36,4.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,10.7,–,–,8.30,2.96,1.25,–,5.32,0.427,12.9,3.50,1.55,–,6.08,–,–,–,,–,–,–,–,–,–,–,–,–,2.23,0.795,
2L,2L4X3-1/2X3/8X3/4LLBB,2L4X3-1/2X3/8X3/4LLBB,0.375,18.2,5.36,4.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,10.7,–,–,8.30,2.96,1.25,–,5.32,0.427,15.3,3.95,1.69,–,7.09,–,–,–,,–,–,–,–,–,–,–,–,–,2.33,0.813,
2L,2L4X3-1/2X3/8SLBB,2L4X3-1/2X3/8SLBB,0.375,18.2,5.36,3.50,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,10.7,–,–,5.92,2.32,1.05,–,4.13,0.335,16.0,4.00,1.73,–,6.43,–,–,–,,–,–,–,–,–,–,–,–,–,2.16,0.876,
2L,2L4X3-1/2X3/8X3/8SLBB,2L4X3-1/2X3/8X3/8SLBB,0.375,18.2,5.36,3.50,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,10.7,–,–,5.92,2.32,1.05,–,4.13,0.335,18.5,4.42,1.86,–,7.44,–,–,–,,–,–,–,–,–,–,–,–,–,2.27,0.888,
2L,2L4X3-1/2X3/8X3/4SLBB,2L4X3-1/2X3/8X3/4SLBB,0.375,18.2,5.36,3.50,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,10.7,–,–,5.92,2.32,1.05,–,4.13,0.335,21.4,4.89,2.00,–,8.44,–,–,–,,–,–,–,–,–,–,–,–,–,2.39,0.899,
2L,2L4X3-1/2X5/16LLBB,2L4X3-1/2X5/16LLBB,0.313,15.4,4.50,4.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,12.8,–,–,7.06,2.50,1.25,–,4.48,0.400,8.82,2.52,1.40,–,4.15,–,–,–,,–,–,–,–,–,–,–,–,–,2.14,0.775,
2L,2L4X3-1/2X5/16X3/8LLBB,2L4X3-1/2X5/16X3/8LLBB,0.313,15.4,4.50,4.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,12.8,–,–,7.06,2.50,1.25,–,4.48,0.400,10.5,2.85,1.53,–,5.00,–,–,–,,–,–,–,–,–,–,–,–,–,2.23,0.792,
2L,2L4X3-1/2X5/16X3/4LLBB,2L4X3-1/2X5/16X3/4LLBB,0.313,15.4,4.50,4.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,12.8,–,–,7.06,2.50,1.25,–,4.48,0.400,12.7,3.28,1.68,–,5.84,–,–,–,,–,–,–,–,–,–,–,–,–,2.33,0.810,
2L,2L4X3-1/2X5/16SLBB,2L4X3-1/2X5/16SLBB,0.313,15.4,4.50,3.50,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,12.8,–,–,5.05,1.96,1.06,–,3.48,0.281,13.3,3.32,1.72,–,5.26,–,–,–,,–,–,–,–,–,–,–,–,–,2.16,0.874,
2L,2L4X3-1/2X5/16X3/8SLBB,2L4X3-1/2X5/16X3/8SLBB,0.313,15.4,4.50,3.50,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,12.8,–,–,5.05,1.96,1.06,–,3.48,0.281,15.4,3.68,1.85,–,6.11,–,–,–,,–,–,–,–,–,–,–,–,–,2.26,0.885,
2L,2L4X3-1/2X5/16X3/4SLBB,2L4X3-1/2X5/16X3/4SLBB,0.313,15.4,4.50,3.50,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,12.8,–,–,5.05,1.96,1.06,–,3.48,0.281,17.8,4.07,1.99,–,6.95,–,–,–,,–,–,–,–,–,–,–,–,–,2.38,0.896,
2L,2L4X3-1/2X1/4LLBB,2L4X3-1/2X1/4LLBB,0.250,12.4,3.64,4.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,16.0,–,–,5.78,2.02,1.26,–,3.62,0.360,7.03,2.01,1.39,–,3.27,–,–,–,,–,–,–,–,–,–,–,–,–,2.14,0.773,
2L,2L4X3-1/2X1/4X3/8LLBB,2L4X3-1/2X1/4X3/8LLBB,0.250,12.4,3.64,4.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,16.0,–,–,5.78,2.02,1.26,–,3.62,0.360,8.41,2.28,1.52,–,3.95,–,–,–,,–,–,–,–,–,–,–,–,–,2.22,0.790,
2L,2L4X3-1/2X1/4X3/4LLBB,2L4X3-1/2X1/4X3/4LLBB,0.250,12.4,3.64,4.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,16.0,–,–,5.78,2.02,1.26,–,3.62,0.360,10.0,2.58,1.66,–,4.63,–,–,–,,–,–,–,–,–,–,–,–,–,2.32,0.807,
2L,2L4X3-1/2X1/4SLBB,2L4X3-1/2X1/4SLBB,0.250,12.4,3.64,3.50,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,16.0,–,–,4.13,1.59,1.07,–,2.80,0.228,10.5,2.62,1.70,–,4.15,–,–,–,,–,–,–,–,–,–,–,–,–,2.15,0.871,
2L,2L4X3-1/2X1/4X3/8SLBB,2L4X3-1/2X1/4X3/8SLBB,0.250,12.4,3.64,3.50,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,16.0,–,–,4.13,1.59,1.07,–,2.80,0.228,12.2,2.91,1.83,–,4.83,–,–,–,,–,–,–,–,–,–,–,–,–,2.26,0.883,
2L,2L4X3-1/2X1/4X3/4SLBB,2L4X3-1/2X1/4X3/4SLBB,0.250,12.4,3.64,3.50,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,16.0,–,–,4.13,1.59,1.07,–,2.80,0.228,14.1,3.22,1.97,–,5.51,–,–,–,,–,–,–,–,–,–,–,–,–,2.37,0.894,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L4X3X5/8LLBB,2L4X3X5/8LLBB,0.625,27.2,7.98,4.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,6.40,–,–,12.0,4.56,1.23,–,8.16,0.808,11.7,3.90,1.21,–,6.92,–,–,–,,–,–,–,–,–,–,–,–,–,2.02,0.728,
2L,2L4X3X5/8X3/8LLBB,2L4X3X5/8X3/8LLBB,0.625,27.2,7.98,4.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,6.40,–,–,12.0,4.56,1.23,–,8.16,0.808,14.5,4.55,1.35,–,8.41,–,–,–,,–,–,–,–,–,–,–,–,–,2.11,0.750,
2L,2L4X3X5/8X3/4LLBB,2L4X3X5/8X3/4LLBB,0.625,27.2,7.98,4.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,6.40,–,–,12.0,4.56,1.23,–,8.16,0.808,18.0,5.33,1.50,–,9.91,–,–,–,,–,–,–,–,–,–,–,–,–,2.21,0.773,
2L,2L4X3X5/8SLBB,2L4X3X5/8SLBB,0.625,27.2,7.98,3.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,6.40,–,–,5.70,2.67,0.845,–,4.90,0.499,27.0,6.75,1.84,–,10.9,–,–,–,,–,–,–,–,–,–,–,–,–,2.10,0.930,
2L,2L4X3X5/8X3/8SLBB,2L4X3X5/8X3/8SLBB,0.625,27.2,7.98,3.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,6.40,–,–,5.70,2.67,0.845,–,4.90,0.499,31.3,7.47,1.98,–,12.4,–,–,–,,–,–,–,–,–,–,–,–,–,2.22,0.938,
2L,2L4X3X5/8X3/4SLBB,2L4X3X5/8X3/4SLBB,0.625,27.2,7.98,3.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,6.40,–,–,5.70,2.67,0.845,–,4.90,0.499,36.2,8.27,2.13,–,13.9,–,–,–,,–,–,–,–,–,–,–,–,–,2.36,0.945,
2L,2L4X3X1/2LLBB,2L4X3X1/2LLBB,0.500,22.2,6.50,4.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,8.00,–,–,10.0,3.74,1.24,–,6.72,0.750,9.20,3.07,1.19,–,5.34,–,–,–,,–,–,–,–,–,–,–,–,–,2.02,0.721,
2L,2L4X3X1/2X3/8LLBB,2L4X3X1/2X3/8LLBB,0.500,22.2,6.50,4.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,8.00,–,–,10.0,3.74,1.24,–,6.72,0.750,11.3,3.55,1.32,–,6.56,–,–,–,,–,–,–,–,–,–,–,–,–,2.11,0.743,
2L,2L4X3X1/2X3/4LLBB,2L4X3X1/2X3/4LLBB,0.500,22.2,6.50,4.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,8.00,–,–,10.0,3.74,1.24,–,6.72,0.750,14.0,4.15,1.47,–,7.78,–,–,–,,–,–,–,–,–,–,–,–,–,2.20,0.765,
2L,2L4X3X1/2SLBB,2L4X3X1/2SLBB,0.500,22.2,6.50,3.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,8.00,–,–,4.79,2.20,0.858,–,3.99,0.406,21.3,5.32,1.81,–,8.58,–,–,–,,–,–,–,–,–,–,–,–,–,2.09,0.925,
2L,2L4X3X1/2X3/8SLBB,2L4X3X1/2X3/8SLBB,0.500,22.2,6.50,3.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,8.00,–,–,4.79,2.20,0.858,–,3.99,0.406,24.7,5.90,1.95,–,9.80,–,–,–,,–,–,–,–,–,–,–,–,–,2.21,0.933,
